Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Store,Payment Method
259375,USB-C Charging Cable,1,11.95,10/10/19 08:53,"557 Forest St, San Francisco, CA 94016",eBay,Cash
259376,27in FHD Monitor,1,149.99,10/12/19 00:03,"218 14th St, San Francisco, CA 94016",Amazon,Credit
259377,Bose SoundSport Headphones,1,99.99,10/23/19 16:49,"88 Main St, Boston, MA 02215",Amazon,Credit
259378,Lightning Charging Cable,1,14.95,10/18/19 16:45,"997 1st St, Boston, MA 02215",Walmart,Cash
259379,27in 4K Gaming Monitor,1,389.99,10/09/19 13:15,"148 Lincoln St, San Francisco, CA 94016",Walmart,Cash
259380,Apple Airpods Headphones,1,150.0,10/19/19 12:21,"424 North St, San Francisco, CA 94016",Amazon,Cash
259381,ThinkPad Laptop,1,999.99,10/25/19 08:44,"887 12th St, New York City, NY 10001",Amazon,Credit
259382,Wired Headphones,1,11.99,10/18/19 14:16,"605 Ridge St, New York City, NY 10001",Walmart,Cash
259383,Apple Airpods Headphones,1,150.0,10/13/19 12:32,"597 6th St, Los Angeles, CA 90001",eBay,Credit
259384,ThinkPad Laptop,1,999.99,10/29/19 23:22,"383 Cedar St, Dallas, TX 75001",eBay,Cash
259385,Lightning Charging Cable,1,14.95,10/28/19 15:28,"892 1st St, Los Angeles, CA 90001",Amazon,Cash
259386,Lightning Charging Cable,1,14.95,10/16/19 21:39,"966 Hickory St, Los Angeles, CA 90001",Walmart,Credit
259387,Bose SoundSport Headphones,1,99.99,10/01/19 13:58,"695 6th St, New York City, NY 10001",Target,Credit
259388,AA Batteries (4-pack),1,3.84,10/12/19 13:15,"948 Forest St, San Francisco, CA 94016",Walmart,Cash
259389,AAA Batteries (4-pack),1,2.99,10/17/19 14:14,"661 Maple St, Dallas, TX 75001",Target,Cash
259390,Lightning Charging Cable,1,14.95,10/08/19 12:35,"134 Cherry St, Atlanta, GA 30301",Walmart,Cash
259391,Google Phone,1,600.0,10/24/19 12:51,"374 Hill St, Dallas, TX 75001",Target,Credit
259392,Wired Headphones,1,11.99,10/19/19 15:26,"374 Forest St, Los Angeles, CA 90001",eBay,Credit
259393,AA Batteries (4-pack),1,3.84,10/22/19 20:35,"2 13th St, New York City, NY 10001",eBay,Cash
259394,AA Batteries (4-pack),1,3.84,10/24/19 18:58,"909 Lake St, Atlanta, GA 30301",Amazon,Cash
259395,Bose SoundSport Headphones,1,99.99,10/13/19 13:55,"235 Adams St, Atlanta, GA 30301",eBay,Cash
259396,AAA Batteries (4-pack),1,2.99,10/23/19 22:40,"218 Spruce St, Austin, TX 73301",Target,Credit
259397,Wired Headphones,1,11.99,10/01/19 14:39,"901 Walnut St, Atlanta, GA 30301",Amazon,Cash
259398,Bose SoundSport Headphones,1,99.99,10/22/19 10:20,"367 Pine St, Seattle, WA 98101",Amazon,Cash
259399,AAA Batteries (4-pack),2,2.99,10/31/19 19:06,"263 Willow St, San Francisco, CA 94016",Amazon,Cash
259400,27in 4K Gaming Monitor,1,389.99,10/19/19 09:24,"628 Forest St, Los Angeles, CA 90001",Amazon,Credit
259401,Wired Headphones,1,11.99,10/15/19 23:39,"291 Lincoln St, Los Angeles, CA 90001",Target,Credit
259402,AA Batteries (4-pack),3,3.84,10/09/19 20:27,"11 Lakeview St, Seattle, WA 98101",Amazon,Credit
259403,USB-C Charging Cable,1,11.95,10/25/19 19:42,"255 Cedar St, New York City, NY 10001",eBay,Cash
259404,Bose SoundSport Headphones,1,99.99,10/07/19 19:48,"883 5th St, Boston, MA 02215",Walmart,Credit
259405,Bose SoundSport Headphones,1,99.99,10/07/19 19:19,"698 Center St, Dallas, TX 75001",Walmart,Cash
259406,AA Batteries (4-pack),1,3.84,10/12/19 12:01,"665 Elm St, Atlanta, GA 30301",eBay,Cash
259407,Lightning Charging Cable,1,14.95,10/30/19 12:09,"189 Chestnut St, San Francisco, CA 94016",eBay,Cash
259408,34in Ultrawide Monitor,1,379.99,10/21/19 20:09,"36 Pine St, Los Angeles, CA 90001",Walmart,Cash
259409,27in FHD Monitor,1,149.99,10/03/19 16:26,"854 Main St, Austin, TX 73301",Walmart,Cash
259410,AA Batteries (4-pack),2,3.84,10/01/19 21:32,"110 Hill St, San Francisco, CA 94016",Amazon,Credit
259411,AA Batteries (4-pack),1,3.84,10/09/19 14:47,"39 West St, San Francisco, CA 94016",Walmart,Credit
259412,Apple Airpods Headphones,1,150.0,10/24/19 18:05,"276 North St, Los Angeles, CA 90001",Target,Cash
259413,Bose SoundSport Headphones,1,99.99,10/30/19 09:54,"387 West St, Boston, MA 02215",Amazon,Credit
259414,Apple Airpods Headphones,1,150.0,10/08/19 21:01,"29 Washington St, San Francisco, CA 94016",eBay,Cash
259415,AAA Batteries (4-pack),2,2.99,10/16/19 19:13,"280 8th St, Portland, OR 97035",Walmart,Cash
259416,Vareebadd Phone,1,400.0,10/10/19 19:10,"680 South St, Dallas, TX 75001",Amazon,Cash
259417,Wired Headphones,1,11.99,10/08/19 16:27,"908 Washington St, Seattle, WA 98101",Target,Credit
259418,iPhone,1,700.0,10/25/19 12:06,"253 8th St, Austin, TX 73301",Walmart,Credit
259419,USB-C Charging Cable,1,11.95,10/28/19 08:13,"820 South St, Los Angeles, CA 90001",Amazon,Credit
259420,Google Phone,1,600.0,10/18/19 08:54,"791 Forest St, Los Angeles, CA 90001",Amazon,Credit
259420,USB-C Charging Cable,2,11.95,10/18/19 08:54,"791 Forest St, Los Angeles, CA 90001",Amazon,Credit
259421,Wired Headphones,1,11.99,10/19/19 16:52,"240 Chestnut St, San Francisco, CA 94016",Walmart,Cash
259422,Google Phone,1,600.0,10/05/19 04:53,"849 Ridge St, San Francisco, CA 94016",Walmart,Credit
259422,USB-C Charging Cable,1,11.95,10/05/19 04:53,"849 Ridge St, San Francisco, CA 94016",Walmart,Credit
259423,AA Batteries (4-pack),1,3.84,10/14/19 15:37,"32 12th St, New York City, NY 10001",Walmart,Cash
259424,USB-C Charging Cable,2,11.95,10/31/19 22:54,"64 Lake St, Atlanta, GA 30301",Target,Credit
259425,Lightning Charging Cable,1,14.95,10/18/19 11:36,"81 Spruce St, Austin, TX 73301",Walmart,Credit
259426,27in 4K Gaming Monitor,1,389.99,10/17/19 10:43,"595 6th St, Dallas, TX 75001",Amazon,Cash
259427,iPhone,1,700.0,10/06/19 21:23,"528 13th St, New York City, NY 10001",Walmart,Credit
259428,AA Batteries (4-pack),1,3.84,10/07/19 22:09,"891 14th St, Los Angeles, CA 90001",Amazon,Credit
259429,Lightning Charging Cable,1,14.95,10/21/19 19:52,"632 Willow St, San Francisco, CA 94016",Target,Cash
259430,USB-C Charging Cable,1,11.95,10/02/19 23:59,"212 Hill St, San Francisco, CA 94016",eBay,Cash
259431,27in FHD Monitor,1,149.99,10/23/19 13:13,"962 South St, Boston, MA 02215",Amazon,Credit
259432,iPhone,1,700.0,10/20/19 15:55,"47 4th St, Boston, MA 02215",Walmart,Cash
259433,Bose SoundSport Headphones,1,99.99,10/11/19 09:01,"114 Park St, Boston, MA 02215",eBay,Credit
259434,Lightning Charging Cable,1,14.95,10/21/19 23:05,"499 2nd St, Boston, MA 02215",Walmart,Credit
259435,Wired Headphones,1,11.99,10/17/19 16:00,"664 9th St, Boston, MA 02215",eBay,Cash
259436,Wired Headphones,2,11.99,10/26/19 00:30,"23 Walnut St, San Francisco, CA 94016",Target,Credit
259437,AA Batteries (4-pack),1,3.84,10/02/19 18:52,"935 Willow St, Seattle, WA 98101",Walmart,Credit
259438,iPhone,1,700.0,10/29/19 09:47,"176 5th St, Los Angeles, CA 90001",Amazon,Credit
259438,Lightning Charging Cable,1,14.95,10/29/19 09:47,"176 5th St, Los Angeles, CA 90001",Amazon,Credit
259439,USB-C Charging Cable,1,11.95,10/15/19 09:57,"5 Hill St, San Francisco, CA 94016",Amazon,Cash
259440,AA Batteries (4-pack),1,3.84,10/04/19 10:22,"71 Meadow St, Los Angeles, CA 90001",Target,Cash
259441,AA Batteries (4-pack),1,3.84,10/26/19 14:32,"413 7th St, San Francisco, CA 94016",Walmart,Cash
259442,USB-C Charging Cable,1,11.95,10/05/19 19:07,"966 14th St, Los Angeles, CA 90001",Amazon,Cash
259443,Vareebadd Phone,1,400.0,10/01/19 10:20,"875 Lakeview St, Los Angeles, CA 90001",Amazon,Credit
259444,Google Phone,1,600.0,10/29/19 14:27,"982 8th St, Austin, TX 73301",Amazon,Credit
259445,USB-C Charging Cable,1,11.95,10/29/19 15:45,"301 4th St, Atlanta, GA 30301",Walmart,Credit
259446,20in Monitor,1,109.99,10/16/19 15:01,"796 Washington St, Los Angeles, CA 90001",eBay,Cash
259447,27in FHD Monitor,1,149.99,10/02/19 16:55,"886 1st St, San Francisco, CA 94016",eBay,Cash
259448,AA Batteries (4-pack),2,3.84,10/18/19 21:47,"145 River St, Los Angeles, CA 90001",Walmart,Cash
259449,AA Batteries (4-pack),1,3.84,10/11/19 14:31,"947 Sunset St, Boston, MA 02215",Amazon,Cash
259450,AAA Batteries (4-pack),1,2.99,10/16/19 19:49,"796 8th St, San Francisco, CA 94016",Walmart,Cash
259451,34in Ultrawide Monitor,1,379.99,10/13/19 19:46,"951 Elm St, Dallas, TX 75001",eBay,Credit
259452,USB-C Charging Cable,1,11.95,10/27/19 02:21,"709 Madison St, San Francisco, CA 94016",Walmart,Cash
259453,Flatscreen TV,1,300.0,10/10/19 12:59,"94 Spruce St, Los Angeles, CA 90001",Amazon,Cash
259454,Wired Headphones,1,11.99,10/02/19 18:36,"387 7th St, New York City, NY 10001",Target,Cash
259455,Lightning Charging Cable,1,14.95,10/13/19 12:32,"750 7th St, San Francisco, CA 94016",Walmart,Cash
259456,Lightning Charging Cable,1,14.95,10/25/19 22:06,"271 River St, Dallas, TX 75001",Walmart,Cash
259457,Apple Airpods Headphones,1,150.0,10/25/19 08:51,"860 Main St, Boston, MA 02215",Target,Credit
259458,34in Ultrawide Monitor,1,379.99,10/08/19 09:08,"728 1st St, Portland, OR 97035",eBay,Cash
259458,ThinkPad Laptop,1,999.99,10/08/19 09:08,"728 1st St, Portland, OR 97035",eBay,Cash
259459,Bose SoundSport Headphones,1,99.99,10/25/19 10:20,"384 Ridge St, Boston, MA 02215",Amazon,Cash
259460,Apple Airpods Headphones,1,150.0,10/11/19 17:51,"368 Maple St, Atlanta, GA 30301",Walmart,Cash
259461,Apple Airpods Headphones,1,150.0,10/08/19 15:21,"495 Hickory St, Boston, MA 02215",Walmart,Cash
259462,USB-C Charging Cable,1,11.95,10/18/19 12:48,"582 2nd St, Boston, MA 02215",Target,Cash
259463,Wired Headphones,1,11.99,10/27/19 00:49,"647 8th St, Los Angeles, CA 90001",Walmart,Cash
259464,Lightning Charging Cable,1,14.95,10/24/19 16:04,"478 Church St, Austin, TX 73301",eBay,Credit
259465,Wired Headphones,1,11.99,10/08/19 12:39,"953 West St, San Francisco, CA 94016",Target,Cash
259466,USB-C Charging Cable,1,11.95,10/26/19 10:29,"454 Ridge St, New York City, NY 10001",Amazon,Cash
259467,AA Batteries (4-pack),3,3.84,10/06/19 12:22,"512 1st St, Austin, TX 73301",eBay,Credit
259468,Bose SoundSport Headphones,1,99.99,10/28/19 14:13,"221 River St, Portland, OR 97035",Amazon,Cash
259469,Macbook Pro Laptop,1,1700.0,10/19/19 19:28,"822 9th St, Atlanta, GA 30301",Amazon,Credit
259470,27in FHD Monitor,1,149.99,10/28/19 13:41,"226 Sunset St, San Francisco, CA 94016",Walmart,Credit
259471,Google Phone,1,600.0,10/12/19 16:43,"243 West St, Los Angeles, CA 90001",eBay,Cash
259472,27in FHD Monitor,1,149.99,10/25/19 14:46,"144 Ridge St, Atlanta, GA 30301",eBay,Cash
259473,Apple Airpods Headphones,1,150.0,10/24/19 10:43,"26 Chestnut St, Atlanta, GA 30301",Walmart,Cash
259474,Apple Airpods Headphones,1,150.0,10/21/19 15:21,"460 14th St, Austin, TX 73301",Amazon,Cash
259475,Bose SoundSport Headphones,1,99.99,10/05/19 11:33,"339 Spruce St, Los Angeles, CA 90001",eBay,Cash
259476,Google Phone,1,600.0,10/13/19 10:23,"995 Main St, San Francisco, CA 94016",Walmart,Cash
259477,LG Dryer,1,600.0,10/12/19 09:38,"822 North St, San Francisco, CA 94016",Amazon,Credit
259477,AAA Batteries (4-pack),1,2.99,10/12/19 09:38,"822 North St, San Francisco, CA 94016",Amazon,Credit
259478,AAA Batteries (4-pack),2,2.99,10/12/19 19:49,"874 1st St, New York City, NY 10001",eBay,Cash
259479,20in Monitor,1,109.99,10/29/19 18:42,"43 Sunset St, Atlanta, GA 30301",eBay,Cash
259480,AAA Batteries (4-pack),1,2.99,10/14/19 23:10,"231 Ridge St, New York City, NY 10001",Target,Cash
259481,USB-C Charging Cable,1,11.95,10/08/19 15:53,"205 12th St, Seattle, WA 98101",Target,Credit
259482,Lightning Charging Cable,1,14.95,10/24/19 16:53,"280 Cherry St, New York City, NY 10001",Amazon,Cash
259483,AAA Batteries (4-pack),1,2.99,10/23/19 22:12,"872 Lakeview St, San Francisco, CA 94016",eBay,Credit
259484,AAA Batteries (4-pack),1,2.99,10/03/19 14:40,"27 Cedar St, Seattle, WA 98101",eBay,Credit
259485,27in 4K Gaming Monitor,1,389.99,10/23/19 13:57,"118 6th St, Los Angeles, CA 90001",Target,Credit
259486,34in Ultrawide Monitor,1,379.99,10/27/19 13:22,"766 Hickory St, San Francisco, CA 94016",Walmart,Credit
259487,ThinkPad Laptop,1,999.99,10/09/19 12:35,"699 Lake St, San Francisco, CA 94016",Amazon,Cash
259488,USB-C Charging Cable,1,11.95,10/06/19 13:59,"388 Highland St, New York City, NY 10001",Amazon,Credit
259489,Apple Airpods Headphones,1,150.0,10/10/19 13:10,"778 Maple St, Atlanta, GA 30301",Amazon,Cash
259490,Macbook Pro Laptop,1,1700.0,10/29/19 04:08,"721 8th St, New York City, NY 10001",eBay,Cash
259491,Lightning Charging Cable,1,14.95,10/05/19 07:19,"592 Highland St, Los Angeles, CA 90001",Target,Credit
259492,USB-C Charging Cable,1,11.95,10/27/19 10:18,"930 Elm St, Los Angeles, CA 90001",Amazon,Cash
259493,Flatscreen TV,1,300.0,10/19/19 06:12,"336 Wilson St, Boston, MA 02215",eBay,Cash
259494,Flatscreen TV,1,300.0,10/06/19 19:12,"252 Lake St, Atlanta, GA 30301",Amazon,Cash
259495,USB-C Charging Cable,1,11.95,10/07/19 09:10,"275 Washington St, Boston, MA 02215",Target,Credit
259496,Lightning Charging Cable,1,14.95,10/13/19 23:19,"325 Cherry St, San Francisco, CA 94016",Target,Cash
259497,Apple Airpods Headphones,1,150.0,10/29/19 11:20,"264 Willow St, Austin, TX 73301",Target,Credit
259498,Bose SoundSport Headphones,1,99.99,10/11/19 20:58,"253 8th St, Los Angeles, CA 90001",Target,Credit
259499,AAA Batteries (4-pack),2,2.99,10/23/19 20:00,"670 West St, Los Angeles, CA 90001",Target,Credit
259500,Wired Headphones,1,11.99,10/21/19 09:04,"221 Wilson St, Los Angeles, CA 90001",eBay,Credit
259501,AA Batteries (4-pack),1,3.84,10/16/19 12:17,"7 11th St, Dallas, TX 75001",Amazon,Cash
259502,Wired Headphones,1,11.99,10/06/19 08:37,"381 Center St, Dallas, TX 75001",Walmart,Cash
259503,Lightning Charging Cable,1,14.95,10/23/19 15:07,"130 Highland St, San Francisco, CA 94016",Walmart,Credit
259504,AA Batteries (4-pack),1,3.84,10/22/19 23:14,"178 Washington St, Dallas, TX 75001",eBay,Cash
259505,Apple Airpods Headphones,1,150.0,10/24/19 22:21,"375 River St, Los Angeles, CA 90001",eBay,Cash
259506,Lightning Charging Cable,1,14.95,10/24/19 01:52,"114 Dogwood St, Boston, MA 02215",Walmart,Cash
259507,AAA Batteries (4-pack),1,2.99,10/23/19 06:32,"359 Lincoln St, Boston, MA 02215",Target,Cash
259508,USB-C Charging Cable,1,11.95,10/28/19 08:58,"63 South St, San Francisco, CA 94016",Walmart,Cash
259509,AAA Batteries (4-pack),2,2.99,10/16/19 14:48,"68 Chestnut St, New York City, NY 10001",Walmart,Credit
259510,AA Batteries (4-pack),4,3.84,10/14/19 11:54,"817 Maple St, San Francisco, CA 94016",Walmart,Cash
259511,AAA Batteries (4-pack),2,2.99,10/03/19 13:05,"237 Adams St, Los Angeles, CA 90001",Walmart,Credit
259512,Wired Headphones,1,11.99,10/31/19 15:38,"758 11th St, New York City, NY 10001",Walmart,Credit
259513,Lightning Charging Cable,1,14.95,10/05/19 17:17,"499 7th St, Boston, MA 02215",Walmart,Credit
259514,Lightning Charging Cable,1,14.95,10/02/19 21:05,"211 West St, San Francisco, CA 94016",Amazon,Credit
259515,Flatscreen TV,1,300.0,10/12/19 10:35,"279 Madison St, Austin, TX 73301",Target,Credit
259516,USB-C Charging Cable,1,11.95,10/19/19 08:13,"169 Maple St, Atlanta, GA 30301",eBay,Cash
259517,Apple Airpods Headphones,1,150.0,10/01/19 20:35,"92 West St, San Francisco, CA 94016",Target,Credit
259518,34in Ultrawide Monitor,1,379.99,10/25/19 14:09,"662 West St, San Francisco, CA 94016",Amazon,Cash
259519,Google Phone,1,600.0,10/14/19 19:02,"448 11th St, Los Angeles, CA 90001",Walmart,Credit
259520,AA Batteries (4-pack),1,3.84,10/09/19 20:07,"427 Washington St, San Francisco, CA 94016",eBay,Cash
259521,Wired Headphones,1,11.99,10/03/19 11:40,"24 Wilson St, Atlanta, GA 30301",Target,Cash
259522,Lightning Charging Cable,1,14.95,10/27/19 06:57,"653 5th St, New York City, NY 10001",Walmart,Credit
259523,27in FHD Monitor,1,149.99,10/11/19 05:09,"697 Chestnut St, New York City, NY 10001",eBay,Cash
259524,34in Ultrawide Monitor,1,379.99,10/12/19 21:04,"384 Chestnut St, San Francisco, CA 94016",Target,Credit
259525,Lightning Charging Cable,1,14.95,10/07/19 19:46,"270 Main St, Los Angeles, CA 90001",Amazon,Credit
259526,Lightning Charging Cable,1,14.95,10/07/19 13:14,"836 Jackson St, Boston, MA 02215",Walmart,Cash
259527,Apple Airpods Headphones,1,150.0,10/18/19 22:10,"293 Hickory St, Austin, TX 73301",eBay,Credit
259528,27in FHD Monitor,1,149.99,10/22/19 22:48,"936 Sunset St, Seattle, WA 98101",Target,Credit
259529,iPhone,1,700.0,10/14/19 14:41,"84 Washington St, San Francisco, CA 94016",Target,Cash
259529,Apple Airpods Headphones,1,150.0,10/14/19 14:41,"84 Washington St, San Francisco, CA 94016",Target,Cash
259529,Wired Headphones,1,11.99,10/14/19 14:41,"84 Washington St, San Francisco, CA 94016",Target,Cash
259530,AA Batteries (4-pack),1,3.84,10/31/19 11:45,"521 Maple St, Los Angeles, CA 90001",Amazon,Cash
259531,Lightning Charging Cable,1,14.95,10/27/19 14:18,"23 13th St, Boston, MA 02215",eBay,Credit
259532,Apple Airpods Headphones,1,150.0,10/28/19 11:09,"895 Lincoln St, Boston, MA 02215",Amazon,Credit
259533,AA Batteries (4-pack),3,3.84,10/19/19 17:38,"730 Lakeview St, New York City, NY 10001",Walmart,Credit
259534,Wired Headphones,1,11.99,10/22/19 19:23,"714 River St, San Francisco, CA 94016",Walmart,Credit
259535,Wired Headphones,1,11.99,10/09/19 16:11,"812 11th St, Dallas, TX 75001",Amazon,Credit
259536,Lightning Charging Cable,1,14.95,10/05/19 00:33,"568 14th St, Atlanta, GA 30301",Target,Credit
259537,AAA Batteries (4-pack),2,2.99,10/02/19 16:01,"387 12th St, San Francisco, CA 94016",Target,Credit
259537,USB-C Charging Cable,1,11.95,10/02/19 16:01,"387 12th St, San Francisco, CA 94016",Target,Credit
259538,Lightning Charging Cable,1,14.95,10/27/19 16:42,"600 Hill St, Atlanta, GA 30301",eBay,Cash
259539,AAA Batteries (4-pack),1,2.99,10/27/19 12:48,"444 Lakeview St, Portland, OR 97035",Amazon,Credit
259540,AAA Batteries (4-pack),4,2.99,10/19/19 07:27,"545 7th St, New York City, NY 10001",Target,Credit
259541,Bose SoundSport Headphones,1,99.99,10/22/19 15:51,"563 12th St, Dallas, TX 75001",Walmart,Cash
259542,AAA Batteries (4-pack),2,2.99,10/22/19 00:11,"227 Lake St, Boston, MA 02215",Amazon,Cash
259543,AAA Batteries (4-pack),1,2.99,10/06/19 14:00,"668 Johnson St, San Francisco, CA 94016",Walmart,Credit
259544,Wired Headphones,1,11.99,10/28/19 10:26,"238 Ridge St, New York City, NY 10001",Amazon,Credit
259545,Wired Headphones,1,11.99,10/04/19 11:41,"234 Sunset St, Austin, TX 73301",Target,Credit
259546,AA Batteries (4-pack),2,3.84,10/22/19 18:05,"113 Spruce St, Seattle, WA 98101",Amazon,Cash
259547,AAA Batteries (4-pack),1,2.99,10/12/19 14:17,"908 Hickory St, Atlanta, GA 30301",Walmart,Credit
259548,27in 4K Gaming Monitor,1,389.99,10/30/19 16:01,"941 1st St, Dallas, TX 75001",Amazon,Credit
259549,Wired Headphones,1,11.99,10/22/19 07:43,"479 Spruce St, New York City, NY 10001",Target,Credit
259550,USB-C Charging Cable,2,11.95,10/24/19 16:14,"359 6th St, Dallas, TX 75001",Amazon,Credit
259551,20in Monitor,1,109.99,10/29/19 19:50,"836 North St, Boston, MA 02215",Walmart,Credit
259552,AAA Batteries (4-pack),1,2.99,10/12/19 09:05,"663 Spruce St, Los Angeles, CA 90001",Target,Credit
259553,Google Phone,1,600.0,10/04/19 13:30,"149 Cedar St, Portland, OR 97035",Target,Cash
259554,Apple Airpods Headphones,1,150.0,10/07/19 15:22,"751 Hill St, Los Angeles, CA 90001",Walmart,Credit
259554,USB-C Charging Cable,1,11.95,10/07/19 15:22,"751 Hill St, Los Angeles, CA 90001",Walmart,Credit
259555,Lightning Charging Cable,1,14.95,10/05/19 13:02,"928 Park St, Los Angeles, CA 90001",Target,Credit
259556,AAA Batteries (4-pack),1,2.99,10/08/19 14:45,"946 South St, Los Angeles, CA 90001",eBay,Credit
259557,iPhone,1,700.0,10/12/19 09:56,"605 13th St, Boston, MA 02215",eBay,Credit
259558,AA Batteries (4-pack),1,3.84,10/26/19 20:35,"469 Lincoln St, New York City, NY 10001",eBay,Cash
259559,USB-C Charging Cable,1,11.95,10/16/19 01:41,"589 Dogwood St, San Francisco, CA 94016",eBay,Cash
259560,Wired Headphones,1,11.99,10/25/19 12:29,"669 5th St, Los Angeles, CA 90001",Target,Credit
259561,AAA Batteries (4-pack),1,2.99,10/27/19 20:38,"65 Jefferson St, Portland, OR 97035",Target,Credit
259562,34in Ultrawide Monitor,1,379.99,10/05/19 20:03,"85 8th St, Boston, MA 02215",Target,Credit
259563,AA Batteries (4-pack),1,3.84,10/17/19 20:23,"454 Highland St, New York City, NY 10001",Amazon,Credit
259564,AAA Batteries (4-pack),1,2.99,10/24/19 11:47,"55 Cherry St, San Francisco, CA 94016",eBay,Cash
259565,AAA Batteries (4-pack),2,2.99,10/21/19 09:25,"358 8th St, Seattle, WA 98101",eBay,Cash
259566,Macbook Pro Laptop,1,1700.0,10/20/19 23:46,"989 Main St, Los Angeles, CA 90001",Amazon,Credit
259567,Lightning Charging Cable,1,14.95,10/21/19 15:21,"667 Forest St, Los Angeles, CA 90001",eBay,Cash
259568,USB-C Charging Cable,2,11.95,10/31/19 02:08,"312 Highland St, New York City, NY 10001",eBay,Cash
259569,Lightning Charging Cable,2,14.95,10/21/19 10:38,"50 7th St, New York City, NY 10001",Amazon,Cash
259570,27in 4K Gaming Monitor,1,389.99,10/31/19 18:05,"854 Adams St, San Francisco, CA 94016",eBay,Cash
259571,Apple Airpods Headphones,1,150.0,10/14/19 00:57,"844 14th St, Dallas, TX 75001",Amazon,Credit
259572,Wired Headphones,2,11.99,10/26/19 10:53,"668 Church St, San Francisco, CA 94016",Walmart,Cash
259573,USB-C Charging Cable,1,11.95,10/23/19 18:59,"606 2nd St, Atlanta, GA 30301",Target,Credit
259574,Apple Airpods Headphones,1,150.0,10/06/19 21:27,"310 1st St, New York City, NY 10001",Target,Cash
259575,AAA Batteries (4-pack),3,2.99,10/01/19 05:32,"434 Center St, Seattle, WA 98101",eBay,Cash
259576,Apple Airpods Headphones,1,150.0,10/01/19 09:41,"682 Hickory St, Los Angeles, CA 90001",Amazon,Cash
259577,Wired Headphones,1,11.99,10/05/19 21:57,"437 Jefferson St, Los Angeles, CA 90001",Amazon,Cash
259578,Vareebadd Phone,1,400.0,10/29/19 00:32,"858 Willow St, San Francisco, CA 94016",Target,Credit
259579,Apple Airpods Headphones,1,150.0,10/09/19 19:26,"588 6th St, Portland, OR 97035",Walmart,Cash
259580,iPhone,1,700.0,10/28/19 14:22,"885 Willow St, Dallas, TX 75001",Amazon,Credit
259581,Bose SoundSport Headphones,1,99.99,10/27/19 18:41,"227 Lincoln St, Dallas, TX 75001",eBay,Cash
259582,ThinkPad Laptop,1,999.99,10/04/19 14:43,"124 14th St, Dallas, TX 75001",Target,Cash
259583,Bose SoundSport Headphones,1,99.99,10/20/19 17:44,"686 Johnson St, Atlanta, GA 30301",Amazon,Cash
259584,iPhone,1,700.0,10/20/19 21:05,"311 Maple St, Seattle, WA 98101",Target,Cash
259584,Lightning Charging Cable,1,14.95,10/20/19 21:05,"311 Maple St, Seattle, WA 98101",Target,Cash
259585,AAA Batteries (4-pack),1,2.99,10/16/19 19:00,"751 Pine St, Seattle, WA 98101",eBay,Cash
259586,USB-C Charging Cable,1,11.95,10/27/19 11:18,"133 12th St, San Francisco, CA 94016",Walmart,Credit
259587,Lightning Charging Cable,1,14.95,10/11/19 11:25,"117 Jackson St, San Francisco, CA 94016",Walmart,Cash
259588,USB-C Charging Cable,1,11.95,10/14/19 12:03,"554 Main St, Atlanta, GA 30301",eBay,Credit
259589,27in 4K Gaming Monitor,1,389.99,10/30/19 08:59,"793 Park St, San Francisco, CA 94016",eBay,Credit
